	city	City name (CDP)	City name (carbonn)	City name (PKU)	City name (GEA)	City name (UITP)	City name (WB)	Definition (CDP)	Definition (carbonn)	Definition (WB)	Study year (WB)	Reporting year (CDP)	Scope-1 GHG emissions [tCO2 or tCO2-eq]	Scope-1 source dataset	Scope-1 GHG emissions units	Year of emission	Emissions protocol	Gases included (CDP)	Methodology details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Scope-2 (CDP) [tCO2-eq]	Total emissions (CDP) [tCO2-eq]	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean (CDP) [tCO2]	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean (CDP) [tCO2]	Scope fraction (CDP)	CO2 emissions per capita (PKU) [tCO2/capita]	City location (CDP) [degrees]	Latitude (others) [degrees]	Longitude (others) [degrees]	Coordinate source (others)	Country	Region	Population (CDP)	Population year (CDP)	Population (carbonn)	Population year (carbonn)	Urban population (PKU)	Population (GEA)	Population (UITP)	Population (WB)	Population year (WB)	Population (others)	Population year (others)	Population source (others)	Population 1950 (WB)	Population 1990 (WB)	Population 2010 (WB)	Population growth rate 1950-2010 (WB) [people/60years]	Population growth rate 1990-2010 (WB) [people/20years]	Ancillary from GEA+	City area (CDP) [km2]	City area (GEA) [km2]	City area (WB) [km2]	Built-up area (PKU) [km2]	City area (others) [km2]	City area source year (others)	City area source (others)	Population density (GEA) [people/km2]	Population density (UITP) [people/km2]	Population density (WB) [people/km2]	Population/sqrt(area) (GEA) [people/km]	Population/sqrt(area) (WB) [people/km]	Average altitude [m]	Average annual temperature (CDP) [degrees Celsius]	Weather station ID (GEA+)	CDD 23C (GEA+) [degrees C × days]	HDD 15.5C (GEA+) [degrees C × days]	HDD 15.5C (clim) [degrees C × days]	CDD 23C (clim) [degrees C × days]	GDP (CDP) [multiple units]	GDP unit (CDP)	GDP year (CDP)	GDP source (CDP)	GDP (carbonn) [multiple units]	nGDP (carbonn) [multiple units]	GDP unit (carbonn)	GDP year (carbonn)	GDP (PKU) [10000 RMB]	Income per capita (PKU) [RMB/capita]	GDP-PPP (others) [$BN]	GDP-PPP/capita (others) [USD/capita]	GDP-PPP source (others)	GDP-PPP year (others)	nGDP (others) [$BN]	nGDP/capita (others) [USD/capita]	nGDP source (others)	nGDP year (others)	GDP-PPP/capita (GEA) [USD/year]	GDP-PPP/capita (UITP) [USD/year]	GDP-PPP/capita (WB) [USD/year]	Total final consumption per capita (GEA) [GJ/capita/yr]	Energy per capita CO2 (WB) [tCO2-eq/capita/yr]	Diesel price (GEA+) [USD/liter]	Gasoline price (GEA+) [USD/liter]	Center of commerce index (GEA+) [dimensionless]	Household size (GEA+) [people/household]	Household size year (GEA+)	Household source (GEA+)	Household size comment (GEA+)	Urbanization ratio (GEA+) [percent]	Water bounded (GEA+)	Other bounded (GEA+)	Mean one-way travel time (others) [minutes]	Mean one-way travel time year (others)	Mean one-way travel time source (others)	Diesel price 2014 (others) [USD/liter]	Gasoline price 2014 (others) [USD/liter]	Household size (others) [people/household]	Household size year (others)	Household size source (others)	Household size comment (others)	Congestion rank (INRIX) [dimensionless]	Peak hours spent in congestion (INRIX) [hours]	INRIX congestion index (INRIX) [dimensionless]	Average congestion rate (INRIX) [percent]	Congestion rank (TomTom) [dimensionless]	Congestion level (TomTom) [× 100 percent]	Congestion change (TomTom) [× 100 percent]	Morning peak (TomTom) [percent]	Evening peak (TomTom) [percent]	Economy (IESE) [dimensionless]	Environment (IESE) [dimensionless]	Governance (IESE) [dimensionless]	Human capital (IESE) [dimensionless]	International impact (IESE) [dimensionless]	Mobility and transportation (IESE) [dimensionless]	Public management (IESE) [dimensionless]	Social cohesion (IESE) [dimensionless]	Technology (IESE) [dimensionless]	Urban planning (IESE) [dimensionless]	CIMI (IESE) [dimensionless]	CIMI ranking (IESE) [dimensionless]	CIMI performance (IESE) [dimensionless]	Urban area name (UEX)	Low BUA - 1990 (UEX) [km2]	Low BUA - 2000 (UEX) [km2]	Low BUA - 2014 (UEX) [km2]	High BUA - 1990 (UEX) [km2]	High BUA - 2000 (UEX) [km2]	High BUA - 2014 (UEX) [km2]	Low BUA % - 1990 (UEX) [percent]	Low BUA % - 2000 (UEX) [percent]	Low BUA % - 2014 (UEX) [percent]	High BUA % - 1990 (UEX) [percent]	High BUA % - 2000 (UEX) [percent]	High BUA % - 2014 (UEX) [percent]	Low BUA population density - 1990 (UEX) [people/km2]	High BUA population density - 1990 (UEX) [people/km2]	Low BUA population density - 2000 (UEX) [people/km2]	High BUA population density - 2000 (UEX) [people/km2]	Low BUA population density - 2014 (UEX) [people/km2]	High BUA population density - 2014 (UEX) [people/km2]	Exports (others) [m3]	Production (others) [m3]	Natgas Export/Production ratio (others)	CH4_waste/capita (others) [tCH4/capita]	CH4_waste+natgas/capita (others) [tCH4/capita]	Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita]	Year from CIA (others)	AQF (CDP/GEA)	AQF (CDP/WB)	AQF (CDP/OTHERS)	AQF (PKU/GEA)	AQF (PKU/WB)	AQF (PKU/OTHERS)	PQF (CDP)	PQF (carbonn)	PQF (WB)	PQF (WB2010)	PQF (OTHERS)	HQF (GEA+)	HQF (OTHERS)	MethodNum	MethodColour	nGDP category	s1 per cap	S1 per capita
314	Windsor, ON	City of Windsor						Administrative boundary of a local government				2016.0	2475703.0	CDP	tCO2-eq	2014.0	International Emissions Analysis Protocol (ICLEI)	CO2; CH4; N2O			Community emissions have decreased by 382,134 tonnes between 2011 and 2014, and by 1,250,176 tonnes. The largest sources of declines were in Industrial emissions and Commercial and Institutional emissions, respectively, and can likely be credited in no small part to efficiency improvements and the Province's shuttering of goal generation in the grid electricity mix	6709.0	2482412.0	CDP2016 TOT recalculated by summing both CDP2016 scopes.	A	2041727.08709	2198994.55626	2120360.82168	2048436.08709	2205703.55626	2127069.82168	1.0		(42.314937, -83.036363)	42.283	-83.0	https://en.wikipedia.org/wiki/Windsor,_Ontario	Canada	North America	210891.0	2011.0								217188.0	2016.0	https://en.wikipedia.org/wiki/Windsor,_Ontario							146.3				146.32	2011.0	https://en.wikipedia.org/wiki/Windsor,_Ontario#cite_note-SC06-3						190.0	10.7				1889	34	12065940000.0	CAD     Canadian Dollar	2014.0	City Economic Development Planning										2008.0																				18.8	2011	2011 census, Table 2 in http://www12.statcan.gc.ca/nhs-enm/2011/as-sa/99-012-x/99-012-x2011003_1-eng.pdf	1.16	1.17	2.9	2011	average number of persons per census family [http://www12.statcan.ca/nhs-enm/2011/dp-pd/prof/details/page.cfm?Lang=E&Geo1=CSD&Code1=3537039&Data=Count&SearchText=windsor&SearchType=Begins&SearchPR=35&A1=All&B1=Families%20and%20households&Custom=&amp;TABID=1#tabs2]		789.0	9.0	1.9	4.4%																			see: Detroit Urban Area																			77960000000.0	1.515e+11	0.51	0.046860437	0.1017275144	0.0734936045				1.0				1.0				1.0		1.0	4	#FFC7AF		9.76278994086	11.3988940457
315	Winnipeg	City of Winnipeg						Administrative boundary of a local government				2016.0	5167453.0	CDP	tCO2-eq	1998.0	Other	CO2; CH4; N2O	This was applied in compliance with the national Partners for Climate Protection program,	Decreased	Some waste fell outside of measurement scope. Decrease in natural gas consumption (reason unknown).	89872.0	5257325.0		A	3689114.44676	4224845.93766	3956980.19221	3778986.44676	4314717.93766	4046852.19221	1.0		(49.8997541, -97.1374937)	49.899	-97.139167	https://en.wikipedia.org/wiki/Winnipeg	Canada	North America	718400.0	2015.0								705244.0	2016.0	https://en.wikipedia.org/wiki/Winnipeg#cite_note-8							464.0				464.08	2011.0	https://en.wikipedia.org/wiki/Winnipeg#cite_note-area-5						230.0	2.4				1442	0	35000000000.0	CAD     Canadian Dollar	2014.0	Economic Development Winnipeg							32.478	41719.0	[1]	2014.0	32.0	42440.3183024	[19]																	23.3	2011	2011 census, Table 2 in http://www12.statcan.gc.ca/nhs-enm/2011/as-sa/99-012-x/99-012-x2011003_1-eng.pdf	1.16	1.17	2.9	2011	average number of persons per census family [http://www12.statcan.ca/nhs-enm/2011/dp-pd/prof/details/page.cfm?Lang=E&Geo1=CSD&Code1=4611040&Data=Count&SearchText=winnipeg&SearchType=Begins&SearchPR=46&A1=All&B1=Families%20and%20households&Custom=&amp;TABID=1#tabs2]		647.0	12.0	2.2	4.3%	- 	0.24	0.02	35%	47%														City of Winnipeg Urban Area	107.9375	112.9375	117.625	253.875	270.8125	296.9375	0.298324408361	0.294299674267	0.283732850897	0.701675591639	0.705700325733	0.716267149103	929.065820603	1704.43937002	388.964368252	2151.76766868	365.581517577	2277.8019524	77960000000.0	1.515e+11	0.51	0.046860437	0.1017275144	0.0734936045				1.0				0.0				0.0		1.0	5	#F7D76F	1.0	5.61079596878	7.32718463397
316	Wonju		Wonju City						Municipality				1928493.0	carbonn	tCO2-eq	2012.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)																		37.3422186	127.9201621	carbonn	South Korea	East Asia			326321.0	2012.0						310854.0	2010.0	Wikipedia											867.63	2010.0	Wikipedia											2755	52					5.55149e+12	5905759903.3	KRW	2011.0							5.9057599033		Carbonn. But according to source for GDP/cap of Gangwon Province that contains Wonju (https://en.wikipedia.org/wiki/List_of_South_Korean_regions_by_GDP) and the population of Wonju (https://en.wikipedia.org/wiki/Wonju), we assume reported carbonn units are USD and not KRW (and scale to $BN)																				1.37	1.55																											Wonju Urban Area	25.8125	31.75	35.625	16.5625	19.4375	23.375	0.609144542773	0.620268620269	0.603813559322	0.390855457227	0.379731379731	0.396186440678	1679.63479321	8158.78010698	1158.60072867	10365.5727751	1210.30312864	10685.1810192															1.0			1.0			1	#75766D	1.0	6.20385454265	6.20385454265
317	Wuhan			Wuhan	Wuhan								7164450.65	PKU	tCO2	2010.0	Statistical																0.95		30.5833333333	114.283333333	wikipedia	China	East Asia					7541527.0	8188400.0				10607700.0		(sub-provincial city), from wikipedia						1.0				822.2	8494.41		(city), from wikipedia	1200.0							ZHHH	612.0	1203.0	1244	522									45591116.0	40806.05	0.00095		[1]	2014.0	82.2	8400.61318344	[3], [19]		9170.95206405			75.638305713		1.01	0.99		3.52	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Hebei"""	42.522	0.0	Large River				1.09	1.17									50	0.35	0.01	54%	67%	124.0	159.0	136.0	53.0	84.0	14.0	175.0	99.0	41.0	126.0	51.84	126.0	M	Wuhan Urban Area	318.4375	385.25	465.5625	328.6875	421.6875	594.0	0.492080355418	0.477422353032	0.439391258184	0.507919644582	0.522577646968	0.560608741816	1223.01399047	6330.37156642	1968.85090998	13917.6917398	1336.74496943	12900.716202													0.0						1.0		6	#F7D76F	2.0	0.67540094931	0.95
318	Wuxi			Wuxi									6571992.24689	PKU	tCO2	2010.0	Statistical																1.46633968805		31.5666666667	120.3	wikipedia	China	East Asia					4481903.0					3542319.0		wikipedia, urban values										454.4			(urban), from wikipedia											1336	444									29865582.0	49705.69	0.0		[21]	2015.0	47.0	13269.3393563	[3], [19]																				1.09	1.17									118	0.24	0.02	38%	50%														see: Shanghai Urban Area																																							6	#F7D76F	1.0	1.85527961962	1.46633968805
319	Xi'an, Shaanxi			Xi'an	Xi'an, Shaanxi								9582034.56	PKU	tCO2	2010.0	Statistical																1.64		34.2666666667	108.9	wikipedia	China	East Asia					5842704.0	7531100.0				8705600.0	2015.0	(sub-provincial city), from wikipedia						1.0				509.9	9983.0		(city), from wikipedia	850.0							ZLXY	360.0	1994.0	2249	84									27629200.0	39490.19	0.0		[21]	2015.0	40.6	6246.15384615			5671.93943467			42.4814138899		1.01	0.99		3.61	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Shanxi"""	42.522	0.0	Mountains				1.09	1.17																											Xi'an, Shaanxi Urban Area	402.75	444.875	494.125	365.875	499.0	637.25	0.523987640267	0.471328300887	0.436747320738	0.476012359733	0.528671699113	0.563252679262	1158.13454834	8633.13625935	1843.44698697	10309.3661265	1455.3859794	10025.1073324													0.0					0.0	1.0		6	#F7D76F	1.0	1.10067480243	1.64
320	Xiamen			Xiamen	Xiamen								3275065.5	PKU	tCO2	2010.0	Statistical																1.05		24.4798361111	118.089419444	wikipedia	China	East Asia					3119110.0	1603800.0				3531347.0	2010.0	(sub-provincial city), from wikipedia						1.0				341.8	1699.39		(city), from wikipedia	2100.0							ZSAM	874.0	228.0	403	364									20600737.0	40282.94	0.00105		[1]	2014.0	30.0	8496.17672048	[19]		21109.9866156			103.247646493		1.01	0.99		3.22	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Fujian"""	42.522	1.0					1.09	1.17																											Xiamen Urban Area	485.0	491.5	486.875	553.8125	601.125	711.125	0.466879249143	0.44983411509	0.406406510851	0.533120750857	0.55016588491	0.593593489149	1106.82886623	8994.52092568	500.337364768	4331.49532605	679.39871878	7085.00404596													0.0					1.0	1.0		6	#F7D76F	1.0	0.927426701482	1.05
321	Xiangtan			Xiangtan									597950.862753	PKU	tCO2	2010.0	Statistical																0.433605335055		27.85	112.9	wikipedia	China	East Asia					1379021.0					684600.0		wikipedia, urban values										112.3	280.0		(urban), from wikipedia											1006	584									5293637.0	28614.2				2008.0																							1.09	1.17																											see: Changsha Urban Area																															0.0								6	#F7D76F		0.873431000223	0.433605335055
322	Xiangyang			Xiangyang									1903957.45224	PKU	tCO2	2010.0	Statistical																0.691752		32.017	112.133	wikipedia	China	East Asia					2752370.0					2199689.0		wikipedia, urban values										131.2	3672.9		(urban), from wikipedia											1437	364									8598175.0	29145.94				2008.0																							1.09	1.17																											Xiangyang Urban Area	100.0	113.625	123.1875	104.5625	115.1875	153.6875	0.488848151543	0.496585632341	0.444920993228	0.511151848457	0.503414367659	0.555079006772	2193.24095301	8025.47142549	1832.36828875	11233.6342646	1236.68994235	8123.41289995													0.0								6	#F7D76F		0.865557563928	0.691752
323	Xining			Xining	Xining								807454.483522	PKU	tCO2	2010.0	Statistical																0.573927021881		36.6333333333	101.766666667	wikipedia	China	East Asia					1406894.0	2127300.0				1198304.0		wikipedia, urban values						1.0		7372.0		127.7	343.0		(urban), from wikipedia	288.564839935			24776.2786551				ZLXN	39.0	3686.0	4756	0									4404121.0	33465.79				2008.0	7.0	5843.07178631	[19]		3837.11718341			50.6318964873		1.01	0.99		4.11	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Qinghai"""	42.522	0.0	Mountains				1.09	1.17																											Xining Urban Area	82.1875	82.5	83.4375	100.8125	104.6875	115.9375	0.449112021858	0.440734557596	0.418495297806	0.550887978142	0.559265442404	0.581504702194	2978.96558581	9850.48907265	925.803374556	9768.3493543	1133.13826658	11090.6152113											0.0		0.0						1.0		6	#F7D76F	1.0	0.673831084201	0.573927021881
324	Xinxiang			Xinxiang									617978.935245	PKU	tCO2	2010.0	Statistical																0.2653582094		35.3	113.866666667	wikipedia	China	East Asia					2328848.0					1047020.0		wikipedia, urban values										118.9	346.0		(urban), from wikipedia											1818	338									3316177.0	24732.98				2008.0	5.0	4775.54918816	[19]																				1.09	1.17																											Xinxiang Urban Area	98.125	100.8125	114.5625	121.5	136.125	185.1875	0.446784291406	0.425481403324	0.382193494579	0.553215708594	0.574518596676	0.617806505421	2997.52693845	8756.26602023	839.579793943	7465.64707728	578.485560807	5943.50453111													0.0								6	#F7D76F	1.0	0.590226485879	0.2653582094
325	Xuzhou			Xuzhou									5618198.844	PKU	tCO2	2010.0	Statistical																1.231656		34.2666666667	117.216666667	wikipedia	China	East Asia					4561500.0					3053778.0		wikipedia, urban values										285.8	3037.0		(urban), from wikipedia											1705	360									17794683.0	40172.96	0.001231656		[1]	2014.0	22.4	7334.64309103	[3], [19]																				1.09	1.17																											Xuzhou Urban Area	254.0625	277.375	285.375	248.9375	302.4375	391.1875	0.5050944334	0.478387409723	0.421801385681	0.4949055666	0.521612590277	0.578198614319	428.777942677	5435.24483785	929.345425728	7269.09596625	622.927779461	5359.73025556													0.0								6	#F7D76F	1.0	1.83975352629	1.231656
326	Yantai			Yantai									4531203.03281	PKU	tCO2	2010.0	Statistical																1.17650039474		37.535	121.389166667	wikipedia	China	East Asia					3851425.0					2227733.0		wikipedia, urban values										265.9			(urban), from wikipedia											2096	105									18602672.0	37765.78	0.00117650039474		[1]	2014.0	27.0	12118.491921	[19]																				1.09	1.17																											Yantai Urban Area	84.25	95.8125	97.5625	117.125	149.9375	198.5625	0.418373680944	0.38987792472	0.329463908822	0.581626319056	0.61012207528	0.670536091178	346.872977527	5046.33738732	1487.48903566	7058.09299158	1375.56834705	5675.25228261																					6	#F7D76F	1.0	2.03399735642	1.17650039474
327	Yilan	Yilan County						Administrative boundary of a local government				2016.0	6911264.55	CDP	tCO2-eq	2013.0	2006 IPCC Guidelines for National Greenhouse Gas Inventories	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3		Stayed the same		1269292.14	8180556.68		A	6719546.09532	6745279.63735	6732412.86634	7988838.22532	8014571.76735	8001704.99634	1.00000000122		(24.702107, 121.73775)	24.751	121.759167	https://en.wikipedia.org/wiki/Yilan_County,_Taiwan	Taiwan	East Asia	458777.0	2014.0								458777.0	2014.0	(Yilan County) https://en.wikipedia.org/wiki/Yilan_County,_Taiwan							2143.0				2143.6251	2014.0	(Yilan County) https://en.wikipedia.org/wiki/Yilan_County,_Taiwan						20.0	22.3				302	310														2008.0																							0.98	0.98	2.88	2013	https://knoema.com/TWDS2014/development-statistics-of-taiwan-2013																								Yilan County Urban Area	71.125	71.125	58.375	76.4375	76.4375	100.0625	0.481999152901	0.481999152901	0.368441814596	0.518000847099	0.518000847099	0.631558185404	761.561275753	8929.97845487	360.714156296	2214.48978667	247.614307599	1659.6721219	0.0	1.0	0.0	0.0129213814	0.0149246533	0.0149246533				1.0				1.0				1.0		1.0	3	#DCCDA1		14.6746956939	15.0645401797
328	Yinchuan			Yinchuan	Yinchuan								2039692.10453	PKU	tCO2	2010.0	Statistical																1.41115611509		38.4666666667	106.266666667	wikipedia	China	East Asia					1445405.0	1446800.0				1290170.0		wikipedia, urban values						1.0				187.8	2045.0		(urban), from wikipedia	630.0							ZLIC	244.0	2900.0	3290	187									5120401.0	46503.15				2008.0	9.0	6976.74418605	[19]		6717.40049252			148.54603326		1.01	0.99		3.76	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Ningxia"""	42.522	0.0	Mountains				1.09	1.17																											Yinchuan Urban Area	36.125	55.125	131.5	27.9375	36.6875	77.625	0.563902439024	0.600408441116	0.628810520024	0.436097560976	0.399591558884	0.371189479976	435.768832137	5600.30081206	7122.0181992	15934.5234508	3460.82291862	15219.0131146													0.0						1.0		6	#F7D76F	1.0	1.58094832815	1.41115611509
329	Yokohama	City of Yokohama						Administrative boundary of a local government				2016.0	12572000.0	CDP	tCO2-eq	2013.0	Other	CO2; CH4; N2O; PFCs; SF6	Yokohama determines levels of greenhouse gas (GHG) emissions, promotes their reduction, and manages the progress of reduction on the basis of the Yokohama City Action Plan for Global Warming Countermeasures (district measure revised edition; 2014), which was prepared in accordance with the provisions of Article 20, Item 3, Paragraph 3 of the Act on Promotion of Global Warming Countermeasures.  It measures GHG emissions in accordance with “the manual for formulation of action plans by local public entities for global warming countermeasures (regional measure edition, 2014)”, which was formulated by the Ministry of the Environment.	Increased	after the Great East Japan Earthquake, the portion of thermal plant has been increased, emission coefficients in the power sector has been increased.	9378000.0	21950000.0		A	12271300.0368	12309732.3509	12290516.1939	21649300.0368	21687732.3509	21668516.1939	1.0		(35.4437078, 139.6380256)	35.444	139.638056	https://en.wikipedia.org/wiki/Yokohama	Japan	East Asia	3719589.0	2015.0								3579628.0	2016.0	http://www.c40.org/cities/yokohama							437.0				437.49	2016.0	http://www.c40.org/cities/yokohama						37.1	16.0				1534	170	1.04e+11	USD     US Dollar	2012.0	The calculation of citizen economy in Yokohama, 2012, (issued in 2015)										2008.0																				51.5			1.1	1.38	2.26	2015	http://www.city.yokohama.lg.jp/ex/stat/jinko/city/new-e.html																								see: Tokyo Urban Area																			0.0	1.0	0.0	0.0025182088	0.0028872234	0.0028872234				1.0				1.0				1.0		1.0	5	#F7D76F		3.43346185522	3.51209678771
330	Yonkers	City of Yonkers						Administrative boundary of a local government				2016.0	982940.0	CDP	tCO2	2010.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2	We have measured energy but used a methodology similar to WRI. We used NYSERDA' s emission factor.	Decreased	It is not clear but we assume that economic factors are the primary driver of the decrease.	265710.0	1248650.0		A							1.0		(40.9414, -73.8644)	40.941	-73.864444	https://en.wikipedia.org/wiki/Yonkers,_New_York	USA	North America	199766.0	2013.0								200807.0	2016.0	https://www.census.gov/quickfacts/fact/table/lasvegascitynevada/PST045216							47.0				46.6457199	2010.0	https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216						25.0	10.8				1483	114														2008.0			[20]																	33.2	(2011-2015) 		0.97	0.86	2.69	2011-2015	https://www.census.gov/quickfacts/fact/table/yonkerscitynewyork/PST045216																								see: New York and Philadelphia Urban Area																			42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				0.0		1.0	1	#75766D		4.89494888126	4.89494888126
331	Zaragoza	City of Zaragoza						Administrative boundary of a local government				2016.0	1175162.74	CDP	tCO2	2014.0	Other	CO2	Metodología propia basada en los factores oficiales del Ministerio de Agricultura y Medioambiente para las emisiones directas y en los de la Comisión Nacional de la Energía para las debidas al uso de la electricidad	Decreased	Fundamentalmente, las medidas adoptadas en las estrategias anteriormente citadas han conseguido una importante reducción de las emisiones en los sectores contemplados en el Pacto de Alcaldes: residencial y movilidad. Y ello tanto en el último año como desde 2015. Por su parte, el sector industrial ha reducido sus emisiones en el último año aunque, desde 2005 estas han aumentado, Aparte de la influencia de determinadas actuaciones del Ayuntamiento (Plan de Acuerdos voluntarios) la crisis económica ha frenado en parte el incremento de las emisiones en este sector.	613341.01	1785603.75		A							1.00162410053		(41.608629, -0.887012)	41.65	-0.883333	https://en.wikipedia.org/wiki/Zaragoza	Spain	Europe	661108.0	2015.0								661108.0	2016.0	http://www.ine.es/jaxiT3/Datos.htm?t=2907 							969.0				973.78	2014.0	https://en.wikipedia.org/wiki/Zaragoza						208.0	16.3				1889	34	33793459000.0	EUR     Euro	2015.0	provisional										2008.0	28.59372	33586.6432057	[24]	2012.0																23.22	2011		1.55	1.63	2.4	2014	eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en]		469.0	16.0	3.8	9.5%	- 	0.2	0.02	26%	28%														City of Zaragoza Urban Area	60.0625	67.375	82.375	66.5	72.0625	86.875	0.474567901235	0.483191393994	0.48670605613	0.525432098765	0.516808606006	0.51329394387	896.084256898	13646.8053722	889.025429527	7912.98989373	828.82453169	7174.5033031	0.0	1.0	0.0	0.0130245903	0.0140906081	0.0140906081				1.0				1.0				1.0		1.0	5	#F7D76F	1.0	1.77756545073	1.77756545073
332	Zhangjiakou			Zhangjiakou									1191132.57013	PKU	tCO2	2010.0	Statistical																0.606961996548		40.7666666667	114.883333333	wikipedia	China	East Asia					1962450.0					4345485.0	2010.0	(pref.-level city), from wikipedia										145.1	36861.56		(city), from wikipedia											4078	22									3614862.0	35681.25				2008.0	6.0	6024.09638554	[19]																				1.09	1.17																											Zhangjiakou Urban Area	49.0625	58.375	85.4375	66.8125	73.0	106.9375	0.423408845739	0.444338725024	0.444119558155	0.576591154261	0.555661274976	0.555880441845	2666.88500693	11072.4190916	1173.44516585	9633.89828585	659.69446006	6917.85419721													0.0					1.0			6	#F7D76F	1.0	0.274108084627	0.606961996548
333	Zhanjiang			Zhanjiang									1770360.6	PKU	tCO2	2010.0	Statistical																0.69		21.2	110.4	wikipedia	China	East Asia					2565740.0					1611868.0		wikipedia, urban values										95.1	1360.0		(urban), from wikipedia											60	920									7690724.0	38476.71				2008.0	12.0	8207.93433653	[19]																				1.09	1.17																											Zhanjiang Urban Area	104.875	121.3125	135.5	80.625	111.0625	139.875	0.565363881402	0.522054868209	0.492056286882	0.434636118598	0.477945131791	0.507943713118	2242.03791181	5341.27685968	693.227766319	7947.46913166	624.233056343	7729.8129454													0.0								6	#F7D76F	1.0	1.09832852318	0.69
334	Zhaozhuang			Zhaozhuang									1607492.69021	PKU	tCO2	2010.0	Statistical																0.911088		34.8666666667	117.55	wikipedia	China	East Asia					1764366.0					2125481.0		wikipedia, urban values										119.8	3069.0		(urban), from wikipedia											1762	327									7281161.0	33456.58				2008.0	11.0	5174.03574788	[19]																				1.09	1.17																											Zhaozhuang Urban Area	104.0	122.6875	134.9375	97.3125	126.8125	165.375	0.516609748525	0.491733466934	0.449323621228	0.483390251475	0.508266533066	0.550676378772	2266.38190808	9981.12688693	736.110669858	5472.55392972	571.545533374	4463.37830847													0.0								6	#F7D76F	1.0	0.756295958519	0.911088
335	Zhengzhou			Zhengzhou	Zhengzhou								7303971.18524	PKU	tCO2	2010.0	Statistical																1.333451		34.7666666667	113.65	wikipedia	China	East Asia					5477495.0	6916200.0				6406000.0		wikipedia, urban values						1.0				495.6	1024.0		(urban), from wikipedia	1100.0							ZHCC	370.0	1753.0	1634	425									17539158.0	35794.33	0.001333451		[1]	2014.0	26.0	6111.89468735	[19]		8438.51622979			64.5304469095		1.01	0.99		3.6	2003	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Henan"""	42.522	0.0					1.09	1.17																											Zhengzhou Urban Area	164.0625	242.875	335.625	187.25	290.0	397.4375	0.46699875467	0.455782312925	0.457839543013	0.53300124533	0.544217687075	0.542160456987	909.731464414	6306.01313401	1759.69511838	10922.4355187	1340.80633043	11901.0248263													0.0						1.0		6	#F7D76F	1.0	1.14017658215	1.333451
336	Zhuzhou			Zhuzhou									1132880.32	PKU	tCO2	2010.0	Statistical																0.52		27.85	113.133333333	wikipedia	China	East Asia					2178616.0					2416000.0		wikipedia, urban values										120.7			(urban), from wikipedia											1006	584									6480199.0	36828.15				2008.0	9.0	8530.8056872	[19]																				1.09	1.17																											see: Changsha Urban Area																																							6	#F7D76F	1.0	0.468907417219	0.52
337	Zibo			Zibo									3425477.28048	PKU	tCO2	2010.0	Statistical																1.197912		36.7833333333	118.05	wikipedia	China	East Asia					2859540.0					3129228.0		wikipedia, urban values										384.7	2972.0		(urban), from wikipedia											2159	267									22185236.0	35620.91	0.0		[21]	2015.0	33.0	10546.5004794	[19]																				1.09	1.17																											Zibo Urban Area	261.9375	300.6875	321.9375	358.0625	415.1875	495.3125	0.42247983871	0.420027937838	0.393927806669	0.57752016129	0.579972062162	0.606072193331	599.593336215	5719.97223533	625.740316675	4839.84583384	528.491014145	4535.60493612													0.0								6	#F7D76F	1.0	1.09467168275	1.197912
