	city	country	Boundary (CDP)	City Location (CDP)	lat (external)	lon (external)	Geographic group	Current Population (CDP)	pop (external)	quality flag population	area [km2] (external)	pop density (calculated from external sources)	Average annual temperature (in Celsius) (CDP)	Average altitude (m) (CDP)	mean TT [min]	CDD_23C	HDD_15.5C	CDD_23C (FMB)	HDD_15.5C (FMB)	Reporting Year (CDP)	Measurement Year (CDP)	Measurement year only (CDP)	Total City-wide Emissions (metric tonnes CO2e) (CDP)	Total Scope 1 Emissions (metric tonnes CO2e) (CDP)	Total Scope 2 Emissions (metric tonnes CO2e) (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	Gases included (CDP)	scope fraction (CDP)	TOT lower bd [tCO2]	TOT upper bd [tCO2]	TOT mean [tCO2]	S1 lower bd [tCO2]	S1 upper bd [tCO2]	S1 mean [tCO2]	S1 mean [tCO2]/cap	Scope 1 (orig)/cap	Primary Methodology (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Urban Area Cluster (FC)	Low BUA 1990 (FC)	Low BUA 2000 (FC)	Low BUA 2014 (FC)	High BUA 1990 (FC)	High BUA 2000 (FC)	High BUA 2014 (FC)	Low BUA % 1990 (FC)	Low BUA % 2000 (FC)	Low BUA % 2014 (FC)	High BUA % 1990 (FC)	High BUA % 2000 (FC)	High BUA % 2014 (FC)	Low BUA pop density 1990 (FC)	High BUA pop density 1990 (FC)	Low BUA pop density 2000 (FC)	High BUA pop density 2000 (FC)	Low BUA pop density 2014 (FC)	High BUA pop density 2014 (FC)	diesel_price (2014)	gasoline_price (2014)	household_size (updated)	year_household_size (updated)	AVERAGE CONGESTION RATE (INRIX)	INRIX CONGESTION INDEX (INRIX)	PEAK HOURS SPENT IN CONGESTION (INRIX)	RANK (INRIX)	Congestion Level (TomTom)	World Rank (TomTom)	Congestion change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	human capital (IESE)	social cohesion (IESE)	economy (IESE)	public management (IESE)	governance (IESE)	environment (IESE)	mobility and transportation (IESE)	urban planning (IESE)	international impact (IESE)	technology (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	GDP-PPP combined	GDP-PPP combined/cap	s1 to use	pop to use	s1 per capita	LB S1 per capita	UB S1 per capita	s1 per gdp	LB S1 per gdp	UB S1 per gdp	MethodNum	s1 per gdp [kgCO2/USD]	GDP-PPP combined [USD]
170	Turku	Finland	Administrative boundary of a local government	(60.4518126, 22.2666303)	60.45	22.267	groupEurope	186000.0	186030	1.0	245.67	757.235315667	5.5	10.0	18.0			1	3678	2016	2013-12-31 00:00:00	2013	1107500.0	421200.0	686300.0		Grade A	CO2; CH4; N2O	1.0	825302.498254	832145.679534	828724.088894	139002.498254	145845.679534	142424.088894	0.765720908032	2.26451612903	2006 IPCC Guidelines for National Greenhouse Gas Inventories	For a local authority level the IPCC guidelines have been applied according to: European Union/Covenant of Mayors, 2010. How to develop a Sustainable Energy Action Plan - Guidebook. Part II, Baseline emissions inventory. The sectors included are: heating, electricity consumption (including industry), fuels for industry and machinery, road traffic, other traffic, agriculture and waste management.	Stayed the same	Most sectors decreased, but the emission factor for electricity increased in Finland.	Turku Urban Area Cluster	43.25	44.9375	47.875	28.5	29.9375	34.9375	0.602787456446	0.591282894737	0.578113207547	0.397212543554	0.393914473684	0.421886792453	785.742501419	5227.63775368	814.430237263	5448.84604666	784.589485566	5377.81209819	1.78	1.89	1.8	2014	8.6%	3.5	15.0	528.0	0.25		0.02	29%	38%																142424.088894	186000.0	0.765720908032	0.74732525943	0.784116556634				3		
171	Udine	Italy	Administrative boundary of a local government	(46.0667, 13.2333)	46.067	13.233	groupEurope	99528.0	100514	1.0	56.0	1794.89285714	13.0	113.0				69	1605	2016	2013-12-31 00:00:00	2013	613588.0	438005.0	175583.0		Grade A	CO2	1.0								4.40082187927	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Stayed the same	respect to the baseline of 2006 the GHG emissions decreased of 4% in 2013	Udine Urban Area Cluster	33.1875	36.0	38.9375	59.3125	63.375	68.0625	0.358783783784	0.36	0.363901869159	0.641216216216	0.63375	0.636098130841	243.257083928	2165.71235411	229.46922226	2080.7684263	234.139626291	2078.26882363	2.01	2.14	2.0	2013	2.8%	1.1	5.0	1004.0																					438005.0	99528.0	4.40082187927						1		
172	University City	USA	Administrative boundary of a local government	(38.6682, -90.3325)	38.664	269.672	groupUSA	35371.0	34706	1.0	15.280941	2271.19520977	13.9	160.0	21.2			73	464	2016	2005-12-31 00:00:00	2005	501147.0	266265.0	234882.0		Grade A	CO2; CH4; N2O	1.0	465825.11385	483618.140912	474721.627381	230943.11385	248736.140912	239839.627381	6.78068551585	7.52777699245	2006 IPCC Guidelines for National Greenhouse Gas Inventories	"Inventory calculated using CACP software using IPCC 1996 Guidelines and US Voluntary Reporting Guidelines. 
(1996 guidelines not available as an option)"	First year of calculation																					0.97	0.86	2.18	2011-2015																									239839.627381	35371.0	6.78068551585	6.52916552684	7.03220550485				3		
173	Vancouver	Canada	Administrative boundary of a local government	(49.261226, -123.1139268)	49.25	236.9	groupCan	603500.0	600000	1.0	115.0	5217.39130435	11.0	45.0	28.4	10.0	2173.0	0	1553	2016	2014-12-31 00:00:00	2014	2442602.0	2389748.0	52855.0		Grade A	CO2; CH4; N2O	1.0000004094	1200707.07116	1650754.33557	1425730.70337	1147853.07116	1597900.33557	1372876.70337	2.27485783491	3.95981441591	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	The City has compiled a GPC-compliant inventory for 2014 as a Compact of Mayors signatory.	Decreased	Community LDV emissions have decreased with declining fuel sales within the city. Also, continued increase in landfill gas capture efficiency, coupled with a decrease in overall electricity grid GHG intensity, reduced overall GHG emissions.	Vancouver Urban Area Cluster	255.5	257.75	259.5625	666.875	693.3125	728.5	0.277002303835	0.268997456135	0.262698462901	0.722997696165	0.723566629705	0.737301537099	291.876518704	2106.72711546	285.684117802	2454.59220123	268.929421965	3053.65149106	1.16	1.17	2.8	2011	8.8%	5.3	30.0	157.0	0.39	34	0.05	54%	72%	46.0	41.0	28.0	20.0	3.0	28.0	68.0	46.0	40.0	66.0	79.7	21.0	RA	109.805	44337.0	1372876.70337	603500.0	2.27485783491	1.90199348991	2.6477221799	12502.8614669	10453.5592292	14552.1637045	1	0.0125028614669	1.09805e+11
174	Venezia	Italy	Administrative boundary of a local government	(45.4332515, 12.3210704)	45.438	12.336	groupEurope	263104.0	260000	1.0	414.0	628.019323671	13.0	3.0				5	2402	2016	2005-12-31 00:00:00	2005	1418344.0	955471.0	462872.0		Grade A	CO2	0.999999294952								3.63153353807	Other	Our BEI (Baseline Emission Inventory) has been made according to the Covenant of Mayors Guide Lines.	Stayed the same	Our BEI is based on 2005. Unfortunately, we have not a more updated inventory so that's why we consider that our emissions have no change. Next update is scheduled for the end of 2014 and will be liely based on 2012 or 2013.	Venezia Urban Area Cluster	15.0	16.0	15.8125	23.5	25.9375	29.3125	0.38961038961	0.378138847858	0.350415512465	0.61038961039	0.612998522895	0.649584487535	236.746507144	2548.08867969	180.061776325	2182.6057091	121.380783924	1748.52650471	2.01	2.14	2.0	2013																							57.289	35190.0	955471.0	263104.0	3.63153353807			16678.0882892			5	0.0166780882892	57289000000.0
175	Vilnius	Lithuania	Administrative boundary of a local government	(54.687156, 25.279651)	54.683	25.283	groupEurope	542626.0	542664	1.0	401.0	1353.27680798	6.8	98.0	29.39	35.0	3401.0	8	3273	2016	2013-12-31 00:00:00	2013	1994560.0	1994560.0		CDP2016 TOT likely wrong because one scope is missing.	Grade D	CO2; CH4; N2O; PFCs; HFCs		1329359.41238	1656033.6909	1492696.55164	1329359.41238	1656033.6909	1492696.55164	2.75087546789	3.67575457129	2006 IPCC Guidelines for National Greenhouse Gas Inventories	"Inventory report is prepared in accordance with the methodology recommended by the Intergovernmental Panel on Climate Change (IPCC) publications:
1.	Revised 1996 Guidelines for National Greenhouse Gas Inventories, IPCC, 1997;
2.	Good Practice Guidance and Uncertainty Management in National Greenhouse Gas Inventories, IPCC, 2000;
3.	2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC, 2006
GHG emissions were calculated from activity levels in the different sectors that are in accordance with the IPCC publications."	Decreased	Increased wooden biomass utilization in Energy sector for the central heating.	Vilnius Urban Area Cluster	47.375	52.75	52.5625	56.5	60.8125	64.9375	0.456077015644	0.459945504087	0.447340425532	0.543922984356	0.530245231608	0.552659574468	1189.02775615	8797.83294103	1165.14362774	8615.57419065	1095.23676854	7877.85593072	1.5	1.57	2.3	2011-2015					0.28			48%	67%	64.0	38.0	83.0	135.0	105.0	7.0	88.0	72.0	99.0	106.0	65.44	71.0	RA			1492696.55164	542626.0	2.75087546789	2.44986309609	3.05188783969				3		
176	Warsaw	Poland	Administrative boundary of a local government	(52.2296756, 21.0122287)	52.233	21.017	groupEurope	1626514.0	1730000	1.0	517.0	3346.22823985	8.0	103.0	37.64			12	2798	2016	2014-12-31 00:00:00	2014	11721774.0	7930452.0	3791322.0		Grade A	CO2	1.0								4.87573546862	Other	Covenant of Mayors	Decreased	Reduction of CO2 emission was caused by lower consumption of heat and electricity for buildings which may have been caused by investments in thermal retrofitting of buildings, reduction of energy use due to higher social awareness (due to SEAP educational campaigns) and warmer winter.	Warsaw Urban Area Cluster	260.6875	272.5	283.8125	447.6875	478.8125	520.6875	0.368007764249	0.357640882618	0.352781230578	0.631992235751	0.628414404069	0.647218769422	359.702734647	4586.67025053	364.619594375	4371.42896601	380.995007736	4233.26709797	1.39	1.42	2.2	2011	12.4%	6.4	35.0	115.0	0.37	42	-0.01	65%	72%	59.0	29.0	95.0	142.0	93.0	16.0	41.0	6.0	83.0	70.0	68.96	54.0	RA	141.096	48681.0	7930452.0	1626514.0	4.87573546862			56206.0724613			5	0.0562060724613	1.41096e+11
177	Wellington	New Zealand	Administrative boundary of a local government	(26.661763, -80.268357)	-41.289	174.777	groupOceania	209102.0	207870	1.0	290.05	716.669539735	12.7		37.7142857143	2.0	977.0	0	1204	2017	2014-07-03 02:15:00	2014	792959.0	621179.0	171780.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	Grade A-	CO2; CH4; N2O; HFCs; PFCs; SF6	1.0	655575.578557	715243.245101	685409.411829	483795.578557	543463.245101	513629.411829	2.45635819757	2.97069851077	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	The decrease in emissions we have experienced is largely due to reductions in emissions from stationary energy. This decrease is primarily from a reduction in demand, but also from the increasing proportion of renewable energy generated in New Zealand.	Wellington Urban Area Cluster	19.5625	19.5625	19.4375	13.8125	14.0	14.875	0.586142322097	0.582867783985	0.566484517304	0.413857677903	0.417132216015	0.433515482696	1922.86028458	3327.33113915	2239.29244709	3827.3439079	2636.04532077	4475.40797029	1.11	1.71	2.6	2013					0.34		0.04	72%	73%																513629.411829	209102.0	2.45635819757	2.31368221517	2.59903417997				1		
179	Windsor, ON	Canada	Administrative boundary of a local government	(42.314937, -83.036363)	42.283	277.0	groupCan	210891.0	217188	1.0	146.32	1484.33570257	10.7	190.0	18.8			34	1889	2016	2014-12-31 00:00:00	2014	2482412.0	2475703.0	6709.0	CDP2016 TOT recalculated by summing both CDP2016 scopes.	Grade A	CO2; CH4; N2O	1.0	2048436.08709	2205703.55626	2127069.82168	2041727.08709	2198994.55626	2120360.82168	10.0542973464	11.7392539274	International Emissions Analysis Protocol (ICLEI)		N/A	"Community emissions have decreased by 382,134 tonnes between 2011 and 2014, and by 1,250,176 tonnes.

The largest sources of declines were in Industrial emissions and Commercial and Institutional emissions, respectively, and can likely be credited in no small part to efficiency improvements and the Province's shuttering of goal generation in the grid electricity mix"																				1.16	1.17	2.9	2011	4.4%	1.9	9.0	789.0																					2120360.82168	210891.0	10.0542973464	9.68143300136	10.4271616914				4		
180	Winnipeg	Canada	Administrative boundary of a local government	(49.8997541, -97.1374937)	49.899	262.861	groupCan	718400.0	705244	1.0	464.08	1519.66040338	2.4	230.0	23.3			0	1442	2016	1998-12-31 00:00:00	1998	5257325.0	5167453.0	89872.0		Grade A	CO2; CH4; N2O	1.0	3778986.44676	4314717.93766	4046852.19221	3689114.44676	4224845.93766	3956980.19221	5.50804592457	7.19300250557	Other	This was applied in compliance with the national Partners for Climate Protection program,	Decreased	"Some waste fell outside of measurement scope.
Decrease in natural gas consumption (reason unknown)."	Winnipeg Urban Area Cluster	101.125	105.0	109.75	253.8125	270.6875	296.875	0.28490931502	0.268886043534	0.269904703351	0.71509068498	0.693181818182	0.730095296649	450.924893547	2032.28864665	409.804938524	2152.63013356	387.425445289	2278.20498231	1.16	1.17	2.9	2011	4.3%	2.2	12.0	647.0	0.24		0.02	35%	47%														32.478	41719.0	3956980.19221	718400.0	5.50804592457	5.13518157957	5.88091026957	121835.710087	113588.104155	130083.316019	5	0.121835710087	32478000000.0
181	Yilan	Taiwan	Administrative boundary of a local government	(24.702107, 121.73775)	24.751	121.759	groupAsia	458777.0	458777	1.0	2143.6251	214.019233121	22.3	20.0				310	302	2016	2013-12-31 00:00:00	2013	8180556.68	6911264.55	1269292.14		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	1.00000000122	7988838.22532	8014571.76735	8001704.99634	6719546.09532	6745279.63735	6732412.86634	14.6746956939	15.0645401797	2006 IPCC Guidelines for National Greenhouse Gas Inventories		Stayed the same		Yilan County Urban Area Cluster	67.875	67.875	55.75	76.1875	76.1875	99.8125	0.47114967462	0.465495070724	0.358376858176	0.52885032538	0.522503214745	0.641623141824	372.176522193	2192.08274835	375.831472425	2213.61360055	255.900453382	1659.49775956	0.98	0.98	2.88	2013																									6732412.86634	458777.0	14.6746956939	14.6466498872	14.7027415004				3		
182	Yokohama	Japan	Administrative boundary of a local government	(35.4437078, 139.6380256)	35.444	139.638	groupAsia	3719589.0	3720000	1.0	437.0	8512.58581236	16.0	39.0				170	1534	2016	2013-03-31 00:00:00	2013	21950000.0	12572000.0	9378000.0		Grade A	CO2; CH4; N2O; PFCs; SF6	1.0	21649300.0368	21687732.3509	21668516.1939	12271300.0368	12309732.3509	12290516.1939	3.30426727089	3.37994332169	Other	Yokohama determines levels of greenhouse gas (GHG) emissions, promotes their reduction, and manages the progress of reduction on the basis of the Yokohama City Action Plan for Global Warming Countermeasures (district measure revised edition; 2014), which was prepared in accordance with the provisions of Article 20, Item 3, Paragraph 3 of the Act on Promotion of Global Warming Countermeasures.  It measures GHG emissions in accordance with “the manual for formulation of action plans by local public entities for global warming countermeasures (regional measure edition, 2014)”, which was formulated by the Ministry of the Environment.	Increased	after the Great East Japan Earthquake, the portion of thermal plant has been increased, emission coefficients in the power sector has been increased.																				1.1	1.38	2.23	2015																									12290516.1939	3719589.0	3.3042672709	3.29910106649	3.30943347528				5		
183	Yonkers	USA	Administrative boundary of a local government	(40.9414, -73.8644)	40.941	286.136	groupUSA	199766.0	200807	1.0	46.6457199	4304.93945491	10.8	25.0	33.2			114	1483	2016	2010-12-31 00:00:00	2010	1248650.0	982940.0	265710.0		Grade A	CO2	1.0								4.92045693461	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	We have measured energy but used a methodology similar to WRI. We used NYSERDA' s emission factor.	Decreased	It is not clear but we assume that economic factors are the primary driver of the decrease.																				0.97	0.86	2.69	2011-2015																									982940.0	199766.0	4.92045693461						1		
184	Zaragoza	Spain	Administrative boundary of a local government	(41.608629, -0.887012)	41.65	359.117	groupEurope	661108.0	661108	1.0	973.78	678.908993818	16.3	208.0	23.22			34	1889	2016	2014-12-31 00:00:00	2014	1785603.75	1175162.74	613341.01		Grade A	CO2	1.00162410053								1.77756545073	Other	Metodología propia basada en los factores oficiales del Ministerio de Agricultura y Medioambiente para las emisiones directas y en los de la Comisión Nacional de la Energía para las debidas al uso de la electricidad	Decreased	"Fundamentalmente, las medidas adoptadas en las estrategias anteriormente citadas han conseguido una importante reducción de las emisiones en los sectores contemplados en el Pacto de Alcaldes: residencial y movilidad. Y ello tanto en el último año como desde 2015.
Por su parte, el sector industrial ha reducido sus emisiones en el último año aunque, desde 2005 estas han aumentado, Aparte de la influencia de determinadas actuaciones del Ayuntamiento (Plan de Acuerdos voluntarios) la crisis económica ha frenado en parte el incremento de las emisiones en este sector."	Zaragoza Urban Area Cluster	55.5625	62.625	77.25	66.5	72.0625	86.875	0.455197132616	0.439666520404	0.470677837014	0.544802867384	0.505923650724	0.529322162986	1036.61666079	8374.76405421	954.966590082	7912.98989373	882.520276247	7174.5033031	1.55	1.63	2.4	2014	9.5%	3.8	16.0	469.0	0.2		0.02	26%	28%																1175162.74	661108.0	1.77756545073						5		
